               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.030863,            0.013256,           0.0039116,             0.87113,              0.7338,             0.83505,             0.49009,            0.027375,            0.004971,           0.0017468,           0.0053116,           0.0053116,           0.0053116
                 156,            0.031347,            0.012986,           0.0046699,             0.81146,             0.78709,             0.83947,             0.49791,            0.027163,           0.0049143,           0.0020603,           0.0052645,           0.0052645,           0.0052645
                 157,            0.030386,             0.01276,           0.0035174,             0.83528,             0.78835,             0.84395,             0.50092,            0.027286,           0.0048091,           0.0019048,           0.0052174,           0.0052174,           0.0052174
                 158,             0.03136,            0.013309,           0.0034374,             0.86071,             0.80697,             0.85624,              0.4957,            0.027835,           0.0048969,           0.0019174,           0.0051704,           0.0051704,           0.0051704
                 159,            0.031179,            0.013089,            0.004116,             0.92714,             0.76845,             0.85955,              0.4953,            0.027187,           0.0048379,           0.0018346,           0.0051234,           0.0051234,           0.0051234
                 160,            0.030446,            0.013232,           0.0035906,             0.87485,             0.82317,             0.87519,              0.5192,            0.026617,           0.0048463,           0.0016784,           0.0050765,           0.0050765,           0.0050765
                 161,            0.029405,            0.013233,            0.003328,             0.86289,             0.74387,             0.84816,             0.51164,            0.026976,           0.0048498,           0.0012986,           0.0050296,           0.0050296,           0.0050296
                 162,            0.029693,            0.012777,           0.0033795,             0.89038,             0.75739,             0.86282,             0.50899,            0.027547,           0.0048643,            0.001677,           0.0049828,           0.0049828,           0.0049828
                 163,            0.030402,            0.013262,           0.0038642,             0.84483,             0.73544,              0.8389,             0.49421,            0.026483,            0.005003,           0.0015734,            0.004936,            0.004936,            0.004936
                 164,            0.028941,            0.013171,           0.0033891,             0.88412,             0.80901,             0.88763,             0.51747,            0.025875,           0.0049521,           0.0015739,           0.0048893,           0.0048893,           0.0048893
                 165,            0.030445,            0.013156,           0.0044196,             0.84914,             0.81133,             0.87723,             0.49426,            0.026912,           0.0050339,           0.0015582,           0.0048426,           0.0048426,           0.0048426
                 166,            0.028701,            0.012551,           0.0031401,             0.87658,             0.79032,             0.87397,             0.50973,            0.026519,           0.0050301,           0.0014889,            0.004796,            0.004796,            0.004796
                 167,            0.030247,            0.012977,            0.003139,             0.85736,             0.79043,             0.87487,             0.51046,            0.025892,           0.0050069,           0.0015106,           0.0047495,           0.0047495,           0.0047495
                 168,            0.030966,            0.013438,           0.0032993,             0.77119,             0.82236,             0.83782,             0.49253,            0.026497,           0.0050002,           0.0017163,           0.0047031,           0.0047031,           0.0047031
                 169,            0.029712,            0.013173,           0.0040393,              0.8084,              0.8429,             0.85048,             0.48946,            0.026349,           0.0050318,           0.0020837,           0.0046568,           0.0046568,           0.0046568
                 170,            0.030694,              0.0136,           0.0048257,             0.85876,             0.76778,             0.84505,             0.49306,            0.026066,           0.0050395,            0.001706,           0.0046105,           0.0046105,           0.0046105
                 171,            0.031082,            0.013508,           0.0037333,             0.88045,             0.75241,             0.85636,             0.51122,            0.026501,           0.0049431,           0.0014219,           0.0045644,           0.0045644,           0.0045644
                 172,            0.029214,            0.013064,           0.0042543,             0.84553,             0.80686,             0.86701,             0.50779,            0.026063,           0.0048534,           0.0018537,           0.0045184,           0.0045184,           0.0045184
                 173,            0.029792,              0.0132,           0.0032324,              0.8591,             0.84285,             0.88669,             0.49949,            0.026392,           0.0049271,           0.0028767,           0.0044724,           0.0044724,           0.0044724
                 174,            0.030705,            0.013491,           0.0042344,             0.84203,             0.80399,             0.86369,             0.49946,            0.026406,           0.0050511,           0.0030232,           0.0044266,           0.0044266,           0.0044266
                 175,             0.03012,            0.012999,           0.0031714,             0.81496,              0.8125,             0.85162,             0.49681,            0.025675,            0.004927,           0.0021772,           0.0043809,           0.0043809,           0.0043809
                 176,            0.029027,            0.013156,           0.0028315,             0.83499,              0.8282,             0.87112,             0.50625,            0.025523,           0.0048238,           0.0017442,           0.0043353,           0.0043353,           0.0043353
                 177,            0.031034,            0.012982,            0.003247,             0.87192,              0.8004,             0.87511,             0.52032,             0.02511,           0.0047462,           0.0018735,           0.0042899,           0.0042899,           0.0042899
                 178,            0.029118,             0.01306,           0.0029535,             0.85296,             0.81506,             0.88026,             0.52118,            0.025922,           0.0047699,           0.0021359,           0.0042445,           0.0042445,           0.0042445
                 179,            0.028857,            0.012676,            0.004129,             0.87812,             0.80019,             0.87566,             0.52053,             0.02574,           0.0048333,           0.0019427,           0.0041994,           0.0041994,           0.0041994
                 180,            0.029084,            0.012958,           0.0037876,             0.90014,             0.77726,             0.87671,             0.53355,            0.025852,           0.0047473,           0.0018469,           0.0041543,           0.0041543,           0.0041543
                 181,            0.028317,            0.012697,           0.0027684,             0.89856,             0.78517,             0.87652,             0.52564,            0.024904,            0.004667,           0.0020337,           0.0041094,           0.0041094,           0.0041094
                 182,            0.028846,            0.013046,           0.0035901,             0.94877,              0.7801,             0.88763,             0.51806,            0.026298,           0.0047996,           0.0016228,           0.0040647,           0.0040647,           0.0040647
                 183,             0.02878,            0.012607,           0.0031333,             0.85667,             0.81974,             0.87632,             0.50191,            0.025706,           0.0047773,           0.0016167,           0.0040201,           0.0040201,           0.0040201
                 184,            0.028447,            0.012882,            0.002718,             0.85331,             0.77024,             0.86177,              0.5171,            0.026045,           0.0047993,           0.0016507,           0.0039757,           0.0039757,           0.0039757
                 185,             0.02981,            0.012782,           0.0030548,             0.87943,             0.76983,             0.86589,             0.52303,            0.026066,           0.0047808,           0.0015747,           0.0039314,           0.0039314,           0.0039314
                 186,            0.027929,            0.012615,           0.0027418,             0.86596,             0.81397,             0.88688,             0.52895,            0.025377,           0.0047006,           0.0013101,           0.0038873,           0.0038873,           0.0038873
                 187,             0.02764,            0.012808,           0.0026738,             0.89696,              0.7922,             0.87594,             0.52532,            0.025638,           0.0047281,           0.0013279,           0.0038434,           0.0038434,           0.0038434
                 188,            0.028499,            0.012838,           0.0036485,             0.79346,              0.8664,             0.87736,             0.53871,            0.024565,            0.004708,           0.0013146,           0.0037997,           0.0037997,           0.0037997
                 189,            0.028363,            0.012896,           0.0024509,             0.85913,             0.80442,             0.88055,             0.54474,            0.025295,           0.0047194,           0.0012225,           0.0037562,           0.0037562,           0.0037562
                 190,            0.029913,            0.012925,            0.003115,             0.84832,             0.82616,             0.88752,             0.54138,            0.025826,           0.0047844,           0.0013683,           0.0037128,           0.0037128,           0.0037128
                 191,            0.029728,            0.012776,           0.0040114,             0.87467,             0.79928,             0.88943,             0.53368,            0.025022,            0.004811,           0.0017171,           0.0036697,           0.0036697,           0.0036697
                 192,            0.028252,            0.012308,            0.002525,             0.87977,             0.77892,             0.87737,              0.5259,            0.025356,           0.0048454,           0.0013271,           0.0036267,           0.0036267,           0.0036267
                 193,            0.029009,             0.01257,           0.0036746,             0.87591,             0.80899,             0.87334,             0.53453,            0.025039,           0.0047972,            0.001559,            0.003584,            0.003584,            0.003584
                 194,            0.028157,             0.01294,            0.004017,             0.87656,             0.82057,             0.88905,             0.53857,            0.024881,           0.0048292,           0.0016551,           0.0035415,           0.0035415,           0.0035415
                 195,            0.028563,            0.013091,           0.0028493,             0.86509,             0.81832,             0.89878,             0.54058,            0.024633,            0.004766,           0.0016357,           0.0034991,           0.0034991,           0.0034991
                 196,            0.028834,            0.012597,           0.0036336,              0.8904,              0.8033,             0.88706,             0.53095,            0.024647,           0.0047152,           0.0016221,            0.003457,            0.003457,            0.003457
                 197,            0.028988,             0.01288,           0.0036097,             0.85983,             0.81519,             0.86878,             0.52326,            0.024327,           0.0048129,           0.0013528,           0.0034152,           0.0034152,           0.0034152
                 198,            0.028189,            0.012715,           0.0026766,             0.88588,             0.81204,              0.8818,             0.53866,            0.024902,           0.0048159,           0.0013991,           0.0033735,           0.0033735,           0.0033735
                 199,             0.02752,            0.012275,           0.0030139,             0.89149,             0.81606,             0.88708,             0.54225,            0.024907,           0.0047257,           0.0014204,           0.0033321,           0.0033321,           0.0033321
                 200,            0.027701,            0.012052,           0.0030015,             0.80818,             0.85235,             0.89302,             0.54437,              0.0252,           0.0047423,           0.0014055,           0.0032909,           0.0032909,           0.0032909
                 201,            0.028092,            0.013048,           0.0032157,              0.8361,             0.83271,             0.88116,             0.52575,            0.025138,           0.0047751,           0.0015626,             0.00325,             0.00325,             0.00325
                 202,            0.027357,            0.012651,           0.0029655,             0.84023,             0.83311,             0.88273,             0.53932,            0.025128,           0.0047046,           0.0021045,           0.0032093,           0.0032093,           0.0032093
                 203,            0.027498,            0.012098,           0.0024576,             0.87432,             0.80525,             0.88745,             0.54272,            0.025522,           0.0047259,           0.0018953,           0.0031689,           0.0031689,           0.0031689
                 204,            0.027715,             0.01241,           0.0023392,             0.85512,             0.84316,              0.8868,             0.54203,            0.025384,           0.0046919,           0.0016417,           0.0031287,           0.0031287,           0.0031287
                 205,            0.027133,            0.012565,           0.0026423,             0.84503,             0.83611,             0.87934,             0.54346,            0.025306,            0.004732,           0.0015193,           0.0030888,           0.0030888,           0.0030888
                 206,            0.027413,            0.012388,            0.002042,             0.85034,             0.84339,             0.87704,             0.53946,            0.025316,           0.0047038,           0.0014458,           0.0030491,           0.0030491,           0.0030491
                 207,            0.027078,             0.01206,           0.0026376,             0.91769,             0.79391,             0.89562,             0.55097,            0.024507,           0.0046432,           0.0014893,           0.0030097,           0.0030097,           0.0030097
                 208,            0.026883,            0.012366,           0.0022317,             0.84883,             0.88501,             0.91307,             0.57375,            0.024392,            0.004618,           0.0013893,           0.0029706,           0.0029706,           0.0029706
                 209,            0.028527,            0.012246,           0.0024432,             0.88423,             0.84518,              0.9089,              0.5663,            0.024488,           0.0045911,           0.0014585,           0.0029318,           0.0029318,           0.0029318
                 210,            0.028686,            0.012224,            0.002839,             0.83033,              0.8414,             0.87429,              0.5413,            0.025064,           0.0046383,           0.0016377,           0.0028932,           0.0028932,           0.0028932
                 211,            0.026754,            0.011846,             0.00282,             0.83436,             0.82379,             0.86109,             0.53055,            0.025169,           0.0047034,           0.0020389,            0.002855,            0.002855,            0.002855
                 212,            0.027647,            0.012189,           0.0033738,             0.84327,             0.83332,             0.88441,             0.53847,            0.024943,           0.0046527,           0.0016278,            0.002817,            0.002817,            0.002817
                 213,            0.027508,            0.012666,           0.0026198,             0.80742,             0.88015,             0.88927,             0.54685,            0.024407,           0.0045414,           0.0015826,           0.0027793,           0.0027793,           0.0027793
                 214,            0.027861,            0.012766,           0.0030678,             0.87865,             0.84442,             0.90844,             0.55376,            0.024251,           0.0046049,           0.0014303,           0.0027419,           0.0027419,           0.0027419
                 215,            0.027959,            0.012364,           0.0022866,             0.87052,             0.82134,             0.89525,             0.54737,            0.024573,           0.0046464,           0.0016449,           0.0027048,           0.0027048,           0.0027048
                 216,            0.027089,             0.01248,           0.0029193,             0.86391,             0.82448,             0.88683,             0.55113,            0.024164,           0.0047227,           0.0015952,           0.0026681,           0.0026681,           0.0026681
                 217,            0.026395,            0.012399,           0.0020038,             0.88134,             0.85495,             0.90494,             0.55565,            0.025021,           0.0046632,           0.0014502,           0.0026316,           0.0026316,           0.0026316
                 218,            0.027192,            0.012088,           0.0016437,             0.84136,             0.86993,              0.8975,             0.55245,            0.024994,            0.004647,           0.0015756,           0.0025954,           0.0025954,           0.0025954
                 219,            0.026255,            0.012378,           0.0025267,             0.91197,             0.77726,             0.89546,             0.54509,            0.025261,           0.0046302,           0.0016639,           0.0025596,           0.0025596,           0.0025596
                 220,            0.027471,            0.012069,            0.002178,             0.87489,             0.83135,             0.90196,             0.55466,            0.024938,           0.0046581,           0.0015713,           0.0025241,           0.0025241,           0.0025241
                 221,            0.027795,            0.012108,           0.0025172,             0.87948,             0.81255,              0.8957,             0.56054,            0.024992,           0.0046322,            0.001395,           0.0024889,           0.0024889,           0.0024889
                 222,            0.025792,            0.012368,           0.0026964,             0.86287,             0.82404,             0.89702,             0.55508,            0.023802,           0.0045466,           0.0013734,           0.0024541,           0.0024541,           0.0024541
                 223,            0.026895,            0.012057,           0.0030961,             0.83964,             0.86626,             0.90218,             0.56314,            0.024088,           0.0045479,           0.0013043,           0.0024195,           0.0024195,           0.0024195
                 224,            0.027778,            0.012298,           0.0027823,             0.86153,             0.85599,             0.90617,             0.56405,            0.024127,           0.0045471,           0.0014314,           0.0023854,           0.0023854,           0.0023854
                 225,            0.026727,            0.012146,           0.0025236,             0.89161,             0.84704,             0.90784,             0.56598,            0.024264,           0.0045617,           0.0016275,           0.0023515,           0.0023515,           0.0023515
                 226,            0.027169,            0.012597,           0.0032146,             0.86136,             0.85168,             0.90588,             0.56963,            0.024171,           0.0046172,           0.0017646,            0.002318,            0.002318,            0.002318
                 227,            0.026593,            0.012252,           0.0023631,             0.87017,              0.8293,             0.89014,             0.55864,            0.024639,           0.0046015,            0.001567,           0.0022849,           0.0022849,           0.0022849
                 228,            0.026218,            0.012703,           0.0020438,              0.8966,             0.79421,             0.89075,              0.5557,            0.024307,            0.004562,           0.0020862,           0.0022521,           0.0022521,           0.0022521
                 229,            0.026617,             0.01208,           0.0020415,             0.86237,             0.80539,             0.87497,             0.55715,            0.024858,           0.0045894,           0.0018732,           0.0022196,           0.0022196,           0.0022196
                 230,            0.026523,             0.01238,           0.0018087,             0.87039,             0.83962,             0.89605,             0.56294,            0.024116,           0.0045823,           0.0015435,           0.0021876,           0.0021876,           0.0021876
                 231,            0.025721,            0.012181,            0.002301,             0.84122,             0.86668,             0.88963,             0.57298,            0.024777,           0.0045334,           0.0015236,           0.0021558,           0.0021558,           0.0021558
                 232,            0.025865,            0.011984,            0.002815,             0.88077,             0.83633,             0.89418,             0.56754,            0.024585,           0.0045463,           0.0015726,           0.0021245,           0.0021245,           0.0021245
                 233,            0.026462,            0.011935,           0.0021017,              0.8812,               0.813,             0.88338,              0.5575,            0.024108,            0.004587,           0.0014702,           0.0020935,           0.0020935,           0.0020935
                 234,            0.025377,            0.011924,            0.002741,             0.86814,              0.8253,             0.88894,             0.56076,            0.024355,           0.0045492,           0.0015402,           0.0020629,           0.0020629,           0.0020629
                 235,            0.025217,            0.012014,           0.0023979,             0.87899,             0.85208,             0.90024,              0.5718,            0.024466,           0.0045492,           0.0013553,           0.0020327,           0.0020327,           0.0020327
                 236,             0.02574,            0.011715,           0.0025334,             0.86967,             0.83241,              0.8962,             0.57233,            0.024465,           0.0044459,           0.0013739,           0.0020028,           0.0020028,           0.0020028
                 237,            0.026209,            0.011537,           0.0026299,             0.89467,             0.87122,             0.90755,             0.56957,             0.02402,           0.0044656,           0.0014758,           0.0019734,           0.0019734,           0.0019734
                 238,            0.026103,            0.012224,           0.0024716,             0.88445,             0.87283,             0.91239,             0.57211,            0.024644,           0.0044924,           0.0015876,           0.0019443,           0.0019443,           0.0019443
                 239,            0.026378,             0.01173,           0.0032678,             0.89008,             0.83806,             0.89997,             0.56592,            0.024116,           0.0045255,           0.0019784,           0.0019156,           0.0019156,           0.0019156
                 240,            0.026496,            0.012249,           0.0027095,             0.86158,              0.8301,             0.89917,             0.57804,              0.0245,           0.0045282,           0.0016774,           0.0018873,           0.0018873,           0.0018873
                 241,            0.026017,            0.012008,           0.0026655,             0.88162,             0.85598,             0.91428,             0.57093,            0.024134,           0.0045008,           0.0014192,           0.0018594,           0.0018594,           0.0018594
                 242,            0.026292,            0.011988,           0.0024635,             0.89337,             0.83912,             0.91106,             0.56979,            0.023982,           0.0045134,           0.0014039,           0.0018319,           0.0018319,           0.0018319
                 243,            0.026765,            0.011372,           0.0017612,             0.88069,             0.85708,             0.91193,             0.56806,            0.023872,           0.0044717,           0.0014967,           0.0018048,           0.0018048,           0.0018048
                 244,            0.024111,            0.011583,           0.0027591,               0.897,             0.88881,             0.91921,             0.56648,            0.024078,           0.0044416,            0.001723,           0.0017781,           0.0017781,           0.0017781
                 245,            0.024598,            0.011764,           0.0027828,              0.8827,             0.86994,             0.91092,             0.57045,            0.023886,           0.0044839,           0.0017012,           0.0017519,           0.0017519,           0.0017519
                 246,            0.025738,            0.012281,           0.0036349,             0.89375,             0.86024,             0.92146,             0.55808,            0.024013,            0.004536,           0.0017138,            0.001726,            0.001726,            0.001726
                 247,            0.025713,            0.011943,            0.001716,             0.88318,             0.86604,             0.92076,             0.57681,            0.023449,           0.0045077,           0.0017971,           0.0017005,           0.0017005,           0.0017005
                 248,            0.025181,            0.011683,           0.0020083,             0.91417,             0.85215,             0.91875,             0.58837,            0.023925,           0.0044758,           0.0018501,           0.0016755,           0.0016755,           0.0016755
                 249,            0.025172,            0.011843,           0.0019009,             0.92665,             0.85205,             0.92642,             0.58375,            0.023868,           0.0044268,           0.0018475,           0.0016509,           0.0016509,           0.0016509
                 250,             0.02501,            0.011844,           0.0020715,             0.91428,             0.88306,             0.92384,             0.58264,            0.023934,           0.0044155,           0.0018028,           0.0016267,           0.0016267,           0.0016267
                 251,            0.026176,            0.011486,           0.0030668,             0.92081,              0.8741,             0.92359,             0.57943,            0.024307,           0.0044452,           0.0019218,           0.0016029,           0.0016029,           0.0016029
                 252,            0.025153,            0.011582,           0.0014735,             0.91652,             0.85125,             0.91497,             0.58056,            0.024232,           0.0044562,           0.0021426,           0.0015795,           0.0015795,           0.0015795
                 253,            0.024737,            0.011747,           0.0030342,              0.9108,             0.85893,             0.91163,             0.58256,            0.024123,           0.0044333,           0.0019236,           0.0015566,           0.0015566,           0.0015566
                 254,            0.025652,            0.011963,           0.0020673,             0.89911,             0.86994,             0.91168,             0.57358,            0.024305,           0.0044304,           0.0017995,           0.0015341,           0.0015341,           0.0015341
                 255,            0.024523,            0.012189,           0.0028229,             0.89514,             0.87786,             0.91863,             0.57528,            0.024114,           0.0044453,           0.0016168,           0.0015121,           0.0015121,           0.0015121
                 256,            0.026124,            0.011799,           0.0023436,              0.8959,             0.87077,             0.92054,             0.57932,            0.024221,           0.0044411,           0.0015201,           0.0014905,           0.0014905,           0.0014905
                 257,            0.024299,            0.011613,            0.002071,             0.89004,             0.87612,             0.92221,              0.5691,            0.024465,           0.0044255,           0.0016858,           0.0014693,           0.0014693,           0.0014693
                 258,            0.025133,            0.011158,           0.0027704,             0.90586,              0.8655,             0.92344,             0.57287,            0.024318,           0.0044781,           0.0015801,           0.0014486,           0.0014486,           0.0014486
                 259,            0.023685,            0.011664,           0.0032203,             0.91193,             0.86143,              0.9217,             0.57822,            0.024294,           0.0044823,           0.0014752,           0.0014283,           0.0014283,           0.0014283
                 260,             0.02625,            0.011889,            0.002995,             0.88769,              0.8567,             0.91512,             0.57474,            0.024199,           0.0044521,           0.0014272,           0.0014084,           0.0014084,           0.0014084
                 261,            0.024923,            0.011607,           0.0016324,             0.90393,             0.86913,             0.92579,             0.58631,            0.024224,           0.0044532,           0.0013452,            0.001389,            0.001389,            0.001389
                 262,            0.025411,            0.011406,           0.0018849,             0.91369,             0.86223,             0.91986,             0.58124,            0.024272,           0.0044558,           0.0010942,           0.0013701,           0.0013701,           0.0013701
                 263,            0.024828,             0.01171,           0.0016878,             0.88228,             0.87321,             0.91726,             0.57445,            0.024262,           0.0044959,            0.001194,           0.0013516,           0.0013516,           0.0013516
                 264,            0.023012,            0.011133,           0.0019329,             0.89775,              0.8545,             0.92073,             0.57418,            0.023803,           0.0045026,           0.0012292,           0.0013336,           0.0013336,           0.0013336
                 265,            0.024315,            0.011337,           0.0017519,             0.91966,              0.8498,             0.92282,                0.58,            0.023657,           0.0045108,            0.001276,            0.001316,            0.001316,            0.001316
                 266,            0.024813,             0.01145,           0.0015728,             0.89021,             0.86666,             0.92368,             0.57897,            0.023922,            0.004528,           0.0013301,           0.0012989,           0.0012989,           0.0012989
                 267,            0.024693,            0.011682,           0.0026781,             0.88985,             0.86351,             0.92128,             0.58782,            0.023929,           0.0045286,           0.0012842,           0.0012822,           0.0012822,           0.0012822
                 268,            0.024561,            0.010979,           0.0016506,             0.92475,             0.83221,             0.92196,             0.58611,            0.023812,           0.0044979,           0.0013053,            0.001266,            0.001266,            0.001266
                 269,            0.025944,             0.01126,           0.0015387,             0.87563,             0.86403,             0.91314,             0.57873,            0.024144,           0.0044818,           0.0014775,           0.0012503,           0.0012503,           0.0012503
                 270,            0.024535,            0.011072,           0.0022799,             0.92021,             0.85111,             0.91976,             0.58095,            0.024565,           0.0044668,           0.0013779,            0.001235,            0.001235,            0.001235
                 271,            0.024656,            0.011678,           0.0018152,             0.89619,             0.88927,             0.93092,             0.59512,            0.023977,           0.0044706,           0.0013168,           0.0012202,           0.0012202,           0.0012202
                 272,            0.025899,            0.011731,           0.0016469,             0.90063,             0.88748,             0.92679,             0.59137,            0.023375,            0.004443,           0.0013669,           0.0012059,           0.0012059,           0.0012059
                 273,            0.024744,            0.011697,           0.0017119,             0.88535,             0.88306,             0.92665,             0.58466,            0.023723,           0.0044353,           0.0014875,           0.0011921,           0.0011921,           0.0011921
                 274,            0.024543,            0.011504,            0.002147,             0.87358,             0.86313,             0.91422,             0.58423,            0.023668,           0.0044705,           0.0015721,           0.0011787,           0.0011787,           0.0011787
                 275,            0.025089,            0.011402,            0.002583,             0.85804,             0.86206,             0.90036,              0.5847,            0.023386,           0.0045144,           0.0017862,           0.0011658,           0.0011658,           0.0011658
                 276,            0.024324,            0.011997,           0.0023724,             0.87873,             0.82499,             0.89825,             0.58008,             0.02365,            0.004487,           0.0016176,           0.0011533,           0.0011533,           0.0011533
                 277,              0.0245,            0.011755,             0.00184,             0.86864,             0.83126,             0.90475,             0.57495,            0.023744,           0.0044754,           0.0015529,           0.0011414,           0.0011414,           0.0011414
                 278,            0.024829,            0.011693,           0.0015997,             0.88436,              0.8582,             0.91173,             0.57319,            0.023735,           0.0045043,           0.0015738,           0.0011299,           0.0011299,           0.0011299
                 279,            0.024372,            0.011658,           0.0023026,             0.87185,             0.84924,              0.8992,             0.56596,            0.023557,           0.0045164,           0.0014266,           0.0011189,           0.0011189,           0.0011189
                 280,             0.02482,            0.011712,           0.0018117,             0.88168,             0.85823,             0.91245,             0.57414,             0.02349,           0.0044886,           0.0013315,           0.0011084,           0.0011084,           0.0011084
                 281,            0.024647,            0.011708,           0.0016795,             0.88656,             0.88275,             0.91905,             0.57769,            0.023768,           0.0044512,           0.0013011,           0.0010983,           0.0010983,           0.0010983
                 282,            0.024008,            0.011405,           0.0015342,             0.87818,              0.8875,             0.91888,             0.57947,            0.023842,           0.0044545,           0.0013302,           0.0010888,           0.0010888,           0.0010888
                 283,            0.024081,             0.01164,           0.0017753,             0.88527,             0.84319,              0.9113,             0.58071,             0.02376,           0.0044482,           0.0013302,           0.0010797,           0.0010797,           0.0010797
                 284,            0.023567,            0.011289,           0.0017544,             0.89397,             0.86604,             0.92133,             0.57944,            0.023672,           0.0044722,           0.0012908,           0.0010711,           0.0010711,           0.0010711
                 285,            0.023208,            0.011147,            0.001513,             0.89539,             0.88194,             0.92632,             0.58649,            0.023894,           0.0044556,           0.0014849,            0.001063,            0.001063,            0.001063
                 286,            0.023846,            0.011448,           0.0016898,             0.91987,             0.86389,             0.92693,             0.57949,            0.023843,           0.0044074,           0.0017867,           0.0010554,           0.0010554,           0.0010554
                 287,            0.023425,            0.011443,            0.001645,              0.8635,             0.87109,             0.91192,             0.58005,            0.023903,           0.0044071,           0.0017354,           0.0010483,           0.0010483,           0.0010483
                 288,            0.024404,            0.011275,           0.0023791,               0.898,             0.86806,             0.91428,             0.57779,             0.02375,           0.0044126,            0.001651,           0.0010416,           0.0010416,           0.0010416
                 289,            0.024519,            0.011656,           0.0017209,             0.88455,               0.874,             0.91743,             0.58311,            0.024118,           0.0044294,           0.0016057,           0.0010355,           0.0010355,           0.0010355
                 290,            0.024421,            0.011692,           0.0023338,             0.89276,               0.867,             0.91341,             0.58114,            0.024077,           0.0044227,           0.0015615,           0.0010298,           0.0010298,           0.0010298
                 291,            0.023928,            0.011299,           0.0021208,             0.89684,             0.84098,             0.90044,             0.57653,            0.024387,           0.0044382,           0.0016849,           0.0010247,           0.0010247,           0.0010247
                 292,            0.024144,            0.011292,           0.0019388,             0.89096,             0.85708,             0.90424,              0.5698,            0.024096,           0.0044621,           0.0015313,             0.00102,             0.00102,             0.00102
                 293,            0.024963,            0.011519,           0.0022713,             0.89061,              0.8844,             0.90702,              0.5749,            0.023964,           0.0044744,           0.0015197,           0.0010158,           0.0010158,           0.0010158
                 294,            0.023908,            0.011364,           0.0015068,             0.88288,             0.84514,             0.89842,             0.57113,            0.024376,           0.0044618,           0.0016119,           0.0010121,           0.0010121,           0.0010121
                 295,            0.025105,             0.01117,           0.0020938,             0.89375,             0.85013,             0.90855,             0.57346,            0.024356,           0.0044638,           0.0016316,           0.0010089,           0.0010089,           0.0010089
                 296,            0.024577,            0.011779,           0.0024034,              0.9201,             0.86444,             0.92004,             0.57927,            0.024016,           0.0044925,           0.0016514,           0.0010062,           0.0010062,           0.0010062
                 297,            0.023719,            0.011331,           0.0017222,             0.89113,             0.86483,             0.91689,             0.58047,            0.024041,           0.0044751,           0.0016375,           0.0010039,           0.0010039,           0.0010039
                 298,            0.024207,            0.011119,           0.0020511,             0.86438,              0.8871,             0.91702,             0.58346,            0.024017,           0.0044601,           0.0016726,           0.0010022,           0.0010022,           0.0010022
                 299,            0.024763,            0.011503,           0.0016471,             0.86653,             0.87991,             0.91658,             0.58733,            0.024089,           0.0044218,           0.0017735,            0.001001,            0.001001,            0.001001
